illustration_id,subject,family,prompt,negative_prompt
cycling__hero,Cycling,hero,"bold flat vector illustration, a road bicycle in side profile, drop bars, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
cycling__insider,Cycling,insider,"bold flat vector illustration, a clean technical diagram only a cycling enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
cycling__mosaic,Cycling,mosaic,"bold flat vector illustration, many small bicycle silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
cycling__evolution,Cycling,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a road bicycle in side profile, drop bars, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
mountain_biking__hero,Mountain Biking,hero,"bold flat vector illustration, a mountain bike airborne off a berm, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
mountain_biking__insider,Mountain Biking,insider,"bold flat vector illustration, a clean technical diagram only a mountain biking enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
mountain_biking__mosaic,Mountain Biking,mosaic,"bold flat vector illustration, many small mountain bike silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
mountain_biking__evolution,Mountain Biking,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a mountain bike airborne off a berm, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
running__hero,Running,hero,"bold flat vector illustration, a pair of worn running shoes, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
running__insider,Running,insider,"bold flat vector illustration, a clean technical diagram only a running enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
running__mosaic,Running,mosaic,"bold flat vector illustration, many small running shoes silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
running__evolution,Running,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a pair of worn running shoes, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
swimming__hero,Swimming,hero,"bold flat vector illustration, a pair of goggles and a lane rope, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
swimming__insider,Swimming,insider,"bold flat vector illustration, a clean technical diagram only a swimming enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
swimming__mosaic,Swimming,mosaic,"bold flat vector illustration, many small goggles silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
swimming__evolution,Swimming,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a pair of goggles and a lane rope, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
rowing__hero,Rowing,hero,"bold flat vector illustration, a single scull with oars mid-stroke, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
rowing__insider,Rowing,insider,"bold flat vector illustration, a clean technical diagram only a rowing enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
rowing__mosaic,Rowing,mosaic,"bold flat vector illustration, many small rowing boat silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
rowing__evolution,Rowing,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a single scull with oars mid-stroke, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
climbing__hero,Climbing,hero,"bold flat vector illustration, a carabiner, rope and chalk bag, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
climbing__insider,Climbing,insider,"bold flat vector illustration, a clean technical diagram only a climbing enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
climbing__mosaic,Climbing,mosaic,"bold flat vector illustration, many small climbing rope silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
climbing__evolution,Climbing,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a carabiner, rope and chalk bag, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
surfing__hero,Surfing,hero,"bold flat vector illustration, a surfboard against a breaking wave, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
surfing__insider,Surfing,insider,"bold flat vector illustration, a clean technical diagram only a surfing enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
surfing__mosaic,Surfing,mosaic,"bold flat vector illustration, many small surfboard silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
surfing__evolution,Surfing,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a surfboard against a breaking wave, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
skiing__hero,Skiing,hero,"bold flat vector illustration, crossed skis and poles in snow, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
skiing__insider,Skiing,insider,"bold flat vector illustration, a clean technical diagram only a skiing enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
skiing__mosaic,Skiing,mosaic,"bold flat vector illustration, many small skis silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
skiing__evolution,Skiing,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with crossed skis and poles in snow, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
snowboarding__hero,Snowboarding,hero,"bold flat vector illustration, a snowboard mid-grab against sky, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
snowboarding__insider,Snowboarding,insider,"bold flat vector illustration, a clean technical diagram only a snowboarding enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
snowboarding__mosaic,Snowboarding,mosaic,"bold flat vector illustration, many small snowboard silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
snowboarding__evolution,Snowboarding,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a snowboard mid-grab against sky, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
kayaking__hero,Kayaking,hero,"bold flat vector illustration, a kayak punching through white water, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
kayaking__insider,Kayaking,insider,"bold flat vector illustration, a clean technical diagram only a kayaking enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
kayaking__mosaic,Kayaking,mosaic,"bold flat vector illustration, many small kayak silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
kayaking__evolution,Kayaking,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a kayak punching through white water, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
scuba_diving__hero,Scuba Diving,hero,"bold flat vector illustration, a diving mask, regulator and bubbles, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
scuba_diving__insider,Scuba Diving,insider,"bold flat vector illustration, a clean technical diagram only a scuba diving enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
scuba_diving__mosaic,Scuba Diving,mosaic,"bold flat vector illustration, many small dive gear silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
scuba_diving__evolution,Scuba Diving,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a diving mask, regulator and bubbles, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
horse_riding__hero,Horse Riding,hero,"bold flat vector illustration, a horse's head in profile with bridle, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
horse_riding__insider,Horse Riding,insider,"bold flat vector illustration, a clean technical diagram only a horse riding enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
horse_riding__mosaic,Horse Riding,mosaic,"bold flat vector illustration, many small horse silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
horse_riding__evolution,Horse Riding,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a horse's head in profile with bridle, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
motorsport__hero,Motorsport,hero,"bold flat vector illustration, a chequered flag and a racing helmet, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
motorsport__insider,Motorsport,insider,"bold flat vector illustration, a clean technical diagram only a motorsport enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
motorsport__mosaic,Motorsport,mosaic,"bold flat vector illustration, many small racing helmet silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
motorsport__evolution,Motorsport,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a chequered flag and a racing helmet, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
welding__hero,Welding,hero,"bold flat vector illustration, a welding mask with a spray of sparks, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
welding__insider,Welding,insider,"bold flat vector illustration, a clean technical diagram only a welding enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
welding__mosaic,Welding,mosaic,"bold flat vector illustration, many small welding torch silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
welding__evolution,Welding,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a welding mask with a spray of sparks, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
carpentry__hero,Carpentry,hero,"bold flat vector illustration, a hand plane and chisel on timber, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
carpentry__insider,Carpentry,insider,"bold flat vector illustration, a clean technical diagram only a carpentry enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
carpentry__mosaic,Carpentry,mosaic,"bold flat vector illustration, many small chisel silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
carpentry__evolution,Carpentry,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a hand plane and chisel on timber, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
plumbing__hero,Plumbing,hero,"bold flat vector illustration, a pipe wrench and copper elbow, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
plumbing__insider,Plumbing,insider,"bold flat vector illustration, a clean technical diagram only a plumbing enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
plumbing__mosaic,Plumbing,mosaic,"bold flat vector illustration, many small pipe wrench silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
plumbing__evolution,Plumbing,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a pipe wrench and copper elbow, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
electrician__hero,Electrician,hero,"bold flat vector illustration, a pair of side cutters and cable, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
electrician__insider,Electrician,insider,"bold flat vector illustration, a clean technical diagram only a electrician enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
electrician__mosaic,Electrician,mosaic,"bold flat vector illustration, many small side cutters silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
electrician__evolution,Electrician,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a pair of side cutters and cable, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
mechanic__hero,Mechanic,hero,"bold flat vector illustration, a socket set and a spanner, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
mechanic__insider,Mechanic,insider,"bold flat vector illustration, a clean technical diagram only a mechanic enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
mechanic__mosaic,Mechanic,mosaic,"bold flat vector illustration, many small spanner silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
mechanic__evolution,Mechanic,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a socket set and a spanner, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
